STATION,NAME,DATE,PRCP,SNOW,TAVG,TMAX,TMIN
USW00023062,"DENVER STAPLETON, CO US",1950-01,0.47,8.9,29.4,45,13.7
USW00023062,"DENVER STAPLETON, CO US",1950-02,0.2,3,38.6,52.6,24.6
USW00023062,"DENVER STAPLETON, CO US",1950-03,0.31,5.4,38.1,52.4,23.8
USW00023062,"DENVER STAPLETON, CO US",1950-04,2.98,9,47.6,62,33.3
USW00023062,"DENVER STAPLETON, CO US",1950-05,2.8,13.7,53,65.6,40.3
USW00023062,"DENVER STAPLETON, CO US",1950-06,3.32,0,66.6,81.1,52.1
USW00023062,"DENVER STAPLETON, CO US",1950-07,0.57,0,68.9,81.8,55.9
USW00023062,"DENVER STAPLETON, CO US",1950-08,0.27,0,68.9,83,54.8
USW00023062,"DENVER STAPLETON, CO US",1950-09,1.59,0,60.5,73,48
USW00023062,"DENVER STAPLETON, CO US",1950-10,0.12,0,59.9,76.7,43.1
USW00023062,"DENVER STAPLETON, CO US",1950-11,1,11.9,39.1,53.2,25
USW00023062,"DENVER STAPLETON, CO US",1950-12,0.32,5.9,36.3,50.5,22.1
USW00023062,"DENVER STAPLETON, CO US",1951-01,0.83,15.7,26.8,39.1,14.6
USW00023062,"DENVER STAPLETON, CO US",1951-02,0.78,10.5,33.9,47.2,20.6
USW00023062,"DENVER STAPLETON, CO US",1951-03,1.48,17.6,35.8,49.5,22.1
USW00023062,"DENVER STAPLETON, CO US",1951-04,2.02,12.9,43.8,55.8,31.8
USW00023062,"DENVER STAPLETON, CO US",1951-05,1.78,0,57.2,70.1,44.3
USW00023062,"DENVER STAPLETON, CO US",1951-06,2.28,0.3,60.9,73.5,48.3
USW00023062,"DENVER STAPLETON, CO US",1951-07,0.83,0,73.4,87.9,59
USW00023062,"DENVER STAPLETON, CO US",1951-08,4.47,0,70.6,83.9,57.3
USW00023062,"DENVER STAPLETON, CO US",1951-09,0.97,4.2,61.4,76.5,46.4
USW00023062,"DENVER STAPLETON, CO US",1951-10,2.16,8.1,48.2,61.2,35.2
USW00023062,"DENVER STAPLETON, CO US",1951-11,1.17,14.4,38.1,51.7,24.5
USW00023062,"DENVER STAPLETON, CO US",1951-12,0.69,11.2,29,41.1,16.8
USW00023062,"DENVER STAPLETON, CO US",1952-01,0.01,0.3,34.9,48.4,21.3
USW00023062,"DENVER STAPLETON, CO US",1952-02,0.68,10.2,34.9,48.4,21.5
USW00023062,"DENVER STAPLETON, CO US",1952-03,2.13,25.3,33.7,46.1,21.4
USW00023062,"DENVER STAPLETON, CO US",1952-04,2.75,11.2,48.2,61.3,35.1
USW00023062,"DENVER STAPLETON, CO US",1952-05,3.07,0,56.7,69.1,44.4
USW00023062,"DENVER STAPLETON, CO US",1952-06,0.13,0,72,87.3,56.7
USW00023062,"DENVER STAPLETON, CO US",1952-07,1.06,0,73.1,87.6,58.6
USW00023062,"DENVER STAPLETON, CO US",1952-08,1.41,0,72.2,86.2,58.2
USW00023062,"DENVER STAPLETON, CO US",1952-09,0.54,0,65.6,80.7,50.4
USW00023062,"DENVER STAPLETON, CO US",1952-10,0.18,1.2,53.3,69.3,37.3
USW00023062,"DENVER STAPLETON, CO US",1952-11,1.31,14.6,32.3,44.9,19.8
USW00023062,"DENVER STAPLETON, CO US",1952-12,0.19,3.1,32.5,44.5,20.6
USW00023062,"DENVER STAPLETON, CO US",1953-01,0.39,7.4,39.6,52.9,26.3
USW00023062,"DENVER STAPLETON, CO US",1953-02,1.39,16.5,32.7,45.8,19.6
USW00023062,"DENVER STAPLETON, CO US",1953-03,1.15,11.8,43.6,57.7,29.4
USW00023062,"DENVER STAPLETON, CO US",1953-04,1.3,12,42.8,54.8,30.7
USW00023062,"DENVER STAPLETON, CO US",1953-05,2.67,1.7,53.5,65.8,41.1
USW00023062,"DENVER STAPLETON, CO US",1953-06,1.46,0.5,69.7,84.2,55.1
USW00023062,"DENVER STAPLETON, CO US",1953-07,1.98,0,74,87.1,60.9
USW00023062,"DENVER STAPLETON, CO US",1953-08,1.26,0,71.2,84.6,57.8
USW00023062,"DENVER STAPLETON, CO US",1953-09,0.2,0,66,81.5,50.5
USW00023062,"DENVER STAPLETON, CO US",1953-10,0.44,0.1,54.4,68,40.7
USW00023062,"DENVER STAPLETON, CO US",1953-11,1,7.2,43.1,56.1,30.1
USW00023062,"DENVER STAPLETON, CO US",1953-12,1.02,14.4,31.4,44.2,18.6
USW00023062,"DENVER STAPLETON, CO US",1954-01,0.23,2.7,36.3,50.2,22.3
USW00023062,"DENVER STAPLETON, CO US",1954-02,0.04,0.6,43.7,59.6,27.8
USW00023062,"DENVER STAPLETON, CO US",1954-03,0.5,6.3,35.3,48.8,21.8
USW00023062,"DENVER STAPLETON, CO US",1954-04,0.89,7.6,53.5,68.7,38.4
USW00023062,"DENVER STAPLETON, CO US",1954-05,0.6,2.6,57.2,70.1,44.2
USW00023062,"DENVER STAPLETON, CO US",1954-06,0.66,0,69.3,85.2,53.4
USW00023062,"DENVER STAPLETON, CO US",1954-07,1.99,0,76.7,90.7,62.8
USW00023062,"DENVER STAPLETON, CO US",1954-08,0.51,0,72.7,86.9,58.5
USW00023062,"DENVER STAPLETON, CO US",1954-09,0.77,0,65.7,79.6,51.8
USW00023062,"DENVER STAPLETON, CO US",1954-10,0.06,0.4,52.5,67.3,37.7
USW00023062,"DENVER STAPLETON, CO US",1954-11,0.57,3.9,44.3,58.4,30.2
USW00023062,"DENVER STAPLETON, CO US",1954-12,0.71,8.6,34.6,49,20.3
USW00023062,"DENVER STAPLETON, CO US",1955-01,0.23,3.5,27.2,38.8,15.6
USW00023062,"DENVER STAPLETON, CO US",1955-02,0.85,12.2,27.1,40.1,14.1
USW00023062,"DENVER STAPLETON, CO US",1955-03,1.14,19.6,36.4,50.4,22.5
USW00023062,"DENVER STAPLETON, CO US",1955-04,0.48,4.9,50.1,64.9,35.3
USW00023062,"DENVER STAPLETON, CO US",1955-05,2.47,0,59,72.5,45.4
USW00023062,"DENVER STAPLETON, CO US",1955-06,1.39,0,63.9,77.2,50.7
USW00023062,"DENVER STAPLETON, CO US",1955-07,2.99,0,75.5,90.4,60.6
USW00023062,"DENVER STAPLETON, CO US",1955-08,2.42,0,73,86.1,59.9
USW00023062,"DENVER STAPLETON, CO US",1955-09,2.72,0.3,63.8,77.9,49.8
USW00023062,"DENVER STAPLETON, CO US",1955-10,0.66,4.1,53.9,69.5,38.4
USW00023062,"DENVER STAPLETON, CO US",1955-11,0.56,7.3,36.1,49,23.3
USW00023062,"DENVER STAPLETON, CO US",1955-12,0.15,2.9,35.4,48.6,22.2
USW00023062,"DENVER STAPLETON, CO US",1956-01,0.39,6.3,34,46.9,21
USW00023062,"DENVER STAPLETON, CO US",1956-02,0.77,10.5,27.7,40.5,14.9
USW00023062,"DENVER STAPLETON, CO US",1956-03,0.89,13,40,53.6,26.5
USW00023062,"DENVER STAPLETON, CO US",1956-04,0.72,3.7,45.5,58.5,32.4
USW00023062,"DENVER STAPLETON, CO US",1956-05,2.36,0,60.9,74.1,47.6
USW00023062,"DENVER STAPLETON, CO US",1956-06,0.44,0,73.4,88.6,58.2
USW00023062,"DENVER STAPLETON, CO US",1956-07,4.17,0,72.2,85.6,58.8
USW00023062,"DENVER STAPLETON, CO US",1956-08,1.84,0,69.7,82.9,56.6
USW00023062,"DENVER STAPLETON, CO US",1956-09,0.01,0,65.5,81.3,49.7
USW00023062,"DENVER STAPLETON, CO US",1956-10,0.27,0.6,55.9,71.5,40.2
USW00023062,"DENVER STAPLETON, CO US",1956-11,1.25,21.3,37.1,49.6,24.7
USW00023062,"DENVER STAPLETON, CO US",1956-12,0.62,6.3,35.7,48,23.3
USW00023062,"DENVER STAPLETON, CO US",1957-01,0.33,5.3,25.8,38.2,13.3
USW00023062,"DENVER STAPLETON, CO US",1957-02,0.73,1.6,40.7,54.6,26.8
USW00023062,"DENVER STAPLETON, CO US",1957-03,1.09,8.9,39,51.4,26.6
USW00023062,"DENVER STAPLETON, CO US",1957-04,4.13,25.5,41.4,52.6,30.2
USW00023062,"DENVER STAPLETON, CO US",1957-05,7.31,8.8,53.9,64.6,43.2
USW00023062,"DENVER STAPLETON, CO US",1957-06,1.09,0,65.8,79.3,52.4
USW00023062,"DENVER STAPLETON, CO US",1957-07,1.3,0,73.5,86.5,60.5
USW00023062,"DENVER STAPLETON, CO US",1957-08,2.04,0,72.6,85.8,59.4
USW00023062,"DENVER STAPLETON, CO US",1957-09,0.42,0,61.4,75.9,46.8
USW00023062,"DENVER STAPLETON, CO US",1957-10,2.63,3.9,51.4,62.1,40.7
USW00023062,"DENVER STAPLETON, CO US",1957-11,0.49,3.1,36.8,47.6,26
USW00023062,"DENVER STAPLETON, CO US",1957-12,0.06,0.8,39.6,54,25.1
USW00023062,"DENVER STAPLETON, CO US",1958-01,0.74,8.9,32.9,46.5,19.3
USW00023062,"DENVER STAPLETON, CO US",1958-02,1,12,37.4,50.1,24.6
USW00023062,"DENVER STAPLETON, CO US",1958-03,1.48,14.4,32.8,42.5,23.1
USW00023062,"DENVER STAPLETON, CO US",1958-04,1.74,14.1,44.5,55.8,33.3
USW00023062,"DENVER STAPLETON, CO US",1958-05,4.46,0,61.7,74.3,49.1
USW00023062,"DENVER STAPLETON, CO US",1958-06,1.47,0,68.1,81.8,54.4
USW00023062,"DENVER STAPLETON, CO US",1958-07,3.51,0,70.3,83.3,57.3
USW00023062,"DENVER STAPLETON, CO US",1958-08,1.17,0,73.6,87.2,59.9
USW00023062,"DENVER STAPLETON, CO US",1958-09,1.52,0,64.4,78.7,50
USW00023062,"DENVER STAPLETON, CO US",1958-10,0.37,2.6,53.9,67.6,40.1
USW00023062,"DENVER STAPLETON, CO US",1958-11,0.74,9.7,40.6,55.1,26.1
USW00023062,"DENVER STAPLETON, CO US",1958-12,0.65,7.7,35.8,48.1,23.5
USW00023062,"DENVER STAPLETON, CO US",1959-01,1.24,17.4,30,42.8,17.2
USW00023062,"DENVER STAPLETON, CO US",1959-02,1.31,17.5,30.2,41.2,19.2
USW00023062,"DENVER STAPLETON, CO US",1959-03,2.85,26.8,37.6,49.7,25.5
USW00023062,"DENVER STAPLETON, CO US",1959-04,1.35,17.6,45.6,58.7,32.5
USW00023062,"DENVER STAPLETON, CO US",1959-05,3.33,0,56.2,67.9,44.5
USW00023062,"DENVER STAPLETON, CO US",1959-06,0.44,0,70.9,85.2,56.5
USW00023062,"DENVER STAPLETON, CO US",1959-07,0.83,0,72.6,87.2,58
USW00023062,"DENVER STAPLETON, CO US",1959-08,0.25,0,73,86.2,59.8
USW00023062,"DENVER STAPLETON, CO US",1959-09,1.82,12.9,61.1,74.7,47.4
USW00023062,"DENVER STAPLETON, CO US",1959-10,2.47,11.8,48.1,61.1,35
USW00023062,"DENVER STAPLETON, CO US",1959-11,0.4,5.3,37.6,53.1,22.1
USW00023062,"DENVER STAPLETON, CO US",1959-12,0.26,2.7,36.5,49.6,23.4
USW00023062,"DENVER STAPLETON, CO US",1960-01,0.77,10.7,27.6,39.8,15.3
USW00023062,"DENVER STAPLETON, CO US",1960-02,1.66,18.3,24.8,35.8,13.8
USW00023062,"DENVER STAPLETON, CO US",1960-03,0.89,9,38.1,50.3,25.9
USW00023062,"DENVER STAPLETON, CO US",1960-04,2.56,9.3,50.5,64,36.9
USW00023062,"DENVER STAPLETON, CO US",1960-05,2.27,0,57.2,70.3,44
USW00023062,"DENVER STAPLETON, CO US",1960-06,0.63,0,68.3,82.4,54.2
USW00023062,"DENVER STAPLETON, CO US",1960-07,1.31,0,73.1,86.9,59.4
USW00023062,"DENVER STAPLETON, CO US",1960-08,0.06,0,73.4,89.7,57.1
USW00023062,"DENVER STAPLETON, CO US",1960-09,0.38,0,65,80.8,49.2
USW00023062,"DENVER STAPLETON, CO US",1960-10,2.46,4.6,52,66.1,37.9
USW00023062,"DENVER STAPLETON, CO US",1960-11,0.49,5.1,39.4,54.3,24.6
USW00023062,"DENVER STAPLETON, CO US",1960-12,1.5,17.8,26.5,38.9,14.1
USW00023062,"DENVER STAPLETON, CO US",1961-01,0.07,1,31.7,44,19.4
USW00023062,"DENVER STAPLETON, CO US",1961-02,0.66,7.8,35.2,48.3,22.1
USW00023062,"DENVER STAPLETON, CO US",1961-03,2.52,29.2,38.9,50.6,27.2
USW00023062,"DENVER STAPLETON, CO US",1961-04,1.07,8.6,46,60.2,31.8
USW00023062,"DENVER STAPLETON, CO US",1961-05,4.12,6.4,55.7,67.5,43.9
USW00023062,"DENVER STAPLETON, CO US",1961-06,1.11,0,66.1,81,51.2
USW00023062,"DENVER STAPLETON, CO US",1961-07,1.6,0,71.5,87.6,55.3
USW00023062,"DENVER STAPLETON, CO US",1961-08,1.21,0,72.1,86.6,57.7
USW00023062,"DENVER STAPLETON, CO US",1961-09,4.67,5.8,56.3,69.3,43.2
USW00023062,"DENVER STAPLETON, CO US",1961-10,0.77,6.2,50,65.2,34.8
USW00023062,"DENVER STAPLETON, CO US",1961-11,0.94,11.5,34.7,47.4,22
USW00023062,"DENVER STAPLETON, CO US",1961-12,0.3,3.8,27.7,40.6,14.7
USW00023062,"DENVER STAPLETON, CO US",1962-01,1.34,17.3,19.5,33.4,5.5
USW00023062,"DENVER STAPLETON, CO US",1962-02,1.06,11.4,29.8,41.4,18.3
USW00023062,"DENVER STAPLETON, CO US",1962-03,0.52,6.8,34.6,46.9,22.3
USW00023062,"DENVER STAPLETON, CO US",1962-04,1.11,10,50.3,64.4,36.2
USW00023062,"DENVER STAPLETON, CO US",1962-05,0.85,0,59.8,75.3,44.2
USW00023062,"DENVER STAPLETON, CO US",1962-06,1.52,0,65.5,80.4,50.6
USW00023062,"DENVER STAPLETON, CO US",1962-07,0.55,0,72.9,89.2,56.5
USW00023062,"DENVER STAPLETON, CO US",1962-08,0.46,0,72.5,89.9,55
USW00023062,"DENVER STAPLETON, CO US",1962-09,0.19,0.7,62.4,79.2,45.6
USW00023062,"DENVER STAPLETON, CO US",1962-10,0.05,0,53.4,70.6,36.2
USW00023062,"DENVER STAPLETON, CO US",1962-11,0.68,5,41.3,55.5,27
USW00023062,"DENVER STAPLETON, CO US",1962-12,0.17,1.2,33.7,49,18.5
USW00023062,"DENVER STAPLETON, CO US",1963-01,0.71,9.1,19.1,33.1,5.1
USW00023062,"DENVER STAPLETON, CO US",1963-02,0.21,2.1,37.3,51.5,23.1
USW00023062,"DENVER STAPLETON, CO US",1963-03,1.42,18,37.3,50.8,23.8
USW00023062,"DENVER STAPLETON, CO US",1963-04,0.03,0.2,50,65.7,34.3
USW00023062,"DENVER STAPLETON, CO US",1963-05,0.69,0,60.9,76.7,45
USW00023062,"DENVER STAPLETON, CO US",1963-06,3.59,0,66.7,82.7,50.7
USW00023062,"DENVER STAPLETON, CO US",1963-07,0.56,0,74.8,91.2,58.4
USW00023062,"DENVER STAPLETON, CO US",1963-08,2.52,0,68.7,81.2,56.2
USW00023062,"DENVER STAPLETON, CO US",1963-09,1.25,0,65.9,81.7,50.1
USW00023062,"DENVER STAPLETON, CO US",1963-10,0.31,1.1,57.9,73.8,42
USW00023062,"DENVER STAPLETON, CO US",1963-11,0.45,3.5,41.7,58,25.4
USW00023062,"DENVER STAPLETON, CO US",1963-12,0.51,5.9,28.5,43.9,13.1
USW00023062,"DENVER STAPLETON, CO US",1964-01,0.26,2.6,30.6,45.5,15.6
USW00023062,"DENVER STAPLETON, CO US",1964-02,1.04,12.7,27.4,39.6,15.1
USW00023062,"DENVER STAPLETON, CO US",1964-03,1.38,18.4,33,45.1,20.9
USW00023062,"DENVER STAPLETON, CO US",1964-04,1.26,12.1,46.6,59.8,33.3
USW00023062,"DENVER STAPLETON, CO US",1964-05,2.53,1,58.8,74.4,43.2
USW00023062,"DENVER STAPLETON, CO US",1964-06,0.82,0,65,79.9,50.1
USW00023062,"DENVER STAPLETON, CO US",1964-07,0.72,0,75.7,92.4,59.1
USW00023062,"DENVER STAPLETON, CO US",1964-08,0.28,0,70.4,86.1,54.6
USW00023062,"DENVER STAPLETON, CO US",1964-09,0.41,0,62.5,78.9,46.1
USW00023062,"DENVER STAPLETON, CO US",1964-10,0.18,0,52.6,70.2,35.1
USW00023062,"DENVER STAPLETON, CO US",1964-11,0.89,6,40,52.3,27.6
USW00023062,"DENVER STAPLETON, CO US",1964-12,0.41,4.4,33.2,46.1,20.3
USW00023062,"DENVER STAPLETON, CO US",1965-01,1,13.2,35,48.8,21.2
USW00023062,"DENVER STAPLETON, CO US",1965-02,1.27,17.1,27.4,40.7,14
USW00023062,"DENVER STAPLETON, CO US",1965-03,1.2,15,29,40.4,17.5
USW00023062,"DENVER STAPLETON, CO US",1965-04,1.06,0.3,51.2,65.3,37.1
USW00023062,"DENVER STAPLETON, CO US",1965-05,1.82,0,57.1,70.6,43.6
USW00023062,"DENVER STAPLETON, CO US",1965-06,4.14,0,63.9,76.3,51.5
USW00023062,"DENVER STAPLETON, CO US",1965-07,6.41,0,72.7,86.8,58.5
USW00023062,"DENVER STAPLETON, CO US",1965-08,1.06,0,70.2,84.4,56
USW00023062,"DENVER STAPLETON, CO US",1965-09,2.58,5.5,55.6,68.1,43.2
USW00023062,"DENVER STAPLETON, CO US",1965-10,0.45,0,55.1,71.9,38.3
USW00023062,"DENVER STAPLETON, CO US",1965-11,0.36,5.5,43.3,59.2,27.4
USW00023062,"DENVER STAPLETON, CO US",1965-12,0.53,5.6,35,49.4,20.6
USW00023062,"DENVER STAPLETON, CO US",1966-01,0.3,3.6,28.5,44,13.1
USW00023062,"DENVER STAPLETON, CO US",1966-02,1.28,14.6,28.4,42.2,14.6
USW00023062,"DENVER STAPLETON, CO US",1966-03,0.32,2.8,42.5,59,25.9
USW00023062,"DENVER STAPLETON, CO US",1966-04,1.46,6.4,44.6,59.7,29.5
USW00023062,"DENVER STAPLETON, CO US",1966-05,0.34,2.9,58.7,74.9,42.4
USW00023062,"DENVER STAPLETON, CO US",1966-06,1.41,0,64.6,79.7,49.5
USW00023062,"DENVER STAPLETON, CO US",1966-07,1.04,0,76.9,92,61.7
USW00023062,"DENVER STAPLETON, CO US",1966-08,2.07,0,70.8,84.9,56.7
USW00023062,"DENVER STAPLETON, CO US",1966-09,1.16,0,65,79.3,50.6
USW00023062,"DENVER STAPLETON, CO US",1966-10,0.96,8.3,52.2,68.4,36
USW00023062,"DENVER STAPLETON, CO US",1966-11,0.32,3,41.4,56.9,26
USW00023062,"DENVER STAPLETON, CO US",1966-12,0.17,1.9,31.8,45.7,18
USW00023062,"DENVER STAPLETON, CO US",1967-01,0.84,9.9,33.9,48.9,19
USW00023062,"DENVER STAPLETON, CO US",1967-02,0.39,4.4,35.1,50.3,19.9
USW00023062,"DENVER STAPLETON, CO US",1967-03,0.79,6.6,42.9,58.5,27.3
USW00023062,"DENVER STAPLETON, CO US",1967-04,3.95,3.6,48.2,63.9,32.5
USW00023062,"DENVER STAPLETON, CO US",1967-05,4.77,3,52.6,66,39.2
USW00023062,"DENVER STAPLETON, CO US",1967-06,4.7,0,60.6,72.8,48.4
USW00023062,"DENVER STAPLETON, CO US",1967-07,3.25,0,69.1,82.3,55.8
USW00023062,"DENVER STAPLETON, CO US",1967-08,0.83,0,68.2,82.9,53.5
USW00023062,"DENVER STAPLETON, CO US",1967-09,0.6,0,62.1,77.5,46.7
USW00023062,"DENVER STAPLETON, CO US",1967-10,1.13,1.7,52.5,68.6,36.3
USW00023062,"DENVER STAPLETON, CO US",1967-11,1.01,9.4,40.5,56.4,24.5
USW00023062,"DENVER STAPLETON, CO US",1967-12,1.07,13.1,26.5,40.5,12.5
USW00023062,"DENVER STAPLETON, CO US",1968-01,0.51,3,29.7,44.1,15.3
USW00023062,"DENVER STAPLETON, CO US",1968-02,0.74,7.3,34.2,47.2,21.2
USW00023062,"DENVER STAPLETON, CO US",1968-03,0.85,9.2,40.6,55.8,25.4
USW00023062,"DENVER STAPLETON, CO US",1968-04,2.39,15.1,42.9,57.8,28.1
USW00023062,"DENVER STAPLETON, CO US",1968-05,0.72,0,53.9,68.6,39.1
USW00023062,"DENVER STAPLETON, CO US",1968-06,0.5,0,67.7,84.6,50.8
USW00023062,"DENVER STAPLETON, CO US",1968-07,1.34,0,71.7,86.4,56.9
USW00023062,"DENVER STAPLETON, CO US",1968-08,2.53,0,68.1,82.1,54.1
USW00023062,"DENVER STAPLETON, CO US",1968-09,0.59,0,60.8,76.6,45.1
USW00023062,"DENVER STAPLETON, CO US",1968-10,0.75,0.4,51.9,68.4,35.3
USW00023062,"DENVER STAPLETON, CO US",1968-11,0.71,5.8,35.7,48.5,23
USW00023062,"DENVER STAPLETON, CO US",1968-12,0.52,6.9,28.9,44.1,13.7
USW00023062,"DENVER STAPLETON, CO US",1969-01,0.17,2.8,34.9,49.8,20.1
USW00023062,"DENVER STAPLETON, CO US",1969-02,0.43,4.2,35.3,49.7,21
USW00023062,"DENVER STAPLETON, CO US",1969-03,1.11,13.3,32.1,44.9,19.4
USW00023062,"DENVER STAPLETON, CO US",1969-04,1.33,0,52.2,66.6,37.8
USW00023062,"DENVER STAPLETON, CO US",1969-05,6.12,0,59.3,71.9,46.7
USW00023062,"DENVER STAPLETON, CO US",1969-06,3,0,61.4,73.7,49.2
USW00023062,"DENVER STAPLETON, CO US",1969-07,1.82,0,74.7,88.8,60.6
USW00023062,"DENVER STAPLETON, CO US",1969-08,0.8,0,73.9,88.8,59.1
USW00023062,"DENVER STAPLETON, CO US",1969-09,1.67,0,64.4,79,49.9
USW00023062,"DENVER STAPLETON, CO US",1969-10,4.17,31.2,38.9,49.4,28.4
USW00023062,"DENVER STAPLETON, CO US",1969-11,0.63,5.2,39,53.4,24.7
USW00023062,"DENVER STAPLETON, CO US",1969-12,0.32,3.1,32.5,46.4,18.6
USW00023062,"DENVER STAPLETON, CO US",1970-01,0.1,0.9,30.6,45.2,15.9
USW00023062,"DENVER STAPLETON, CO US",1970-02,0.01,0.3,38.5,55.5,21.6
USW00023062,"DENVER STAPLETON, CO US",1970-03,1.34,20.5,33.5,46.2,20.8
USW00023062,"DENVER STAPLETON, CO US",1970-04,0.97,4.7,43.7,58.1,29.2
USW00023062,"DENVER STAPLETON, CO US",1970-05,0.64,0,58.8,75.1,42.5
USW00023062,"DENVER STAPLETON, CO US",1970-06,3.84,0,65.2,80.2,50.2
USW00023062,"DENVER STAPLETON, CO US",1970-07,1.68,0,71.9,86.9,57
USW00023062,"DENVER STAPLETON, CO US",1970-08,0.54,0,73.8,89.4,58.3
USW00023062,"DENVER STAPLETON, CO US",1970-09,2.47,4.6,59.5,75.3,43.8
USW00023062,"DENVER STAPLETON, CO US",1970-10,0.88,5.9,45.9,60.5,31.2
USW00023062,"DENVER STAPLETON, CO US",1970-11,1.19,9.3,39.1,53.1,25
USW00023062,"DENVER STAPLETON, CO US",1970-12,0.09,0.9,33.3,49.7,16.8
USW00023062,"DENVER STAPLETON, CO US",1971-01,0.35,8.6,32,45.7,18.4
USW00023062,"DENVER STAPLETON, CO US",1971-02,0.78,11.9,30.5,43.4,17.7
USW00023062,"DENVER STAPLETON, CO US",1971-03,0.53,9.6,38.4,54,22.9
USW00023062,"DENVER STAPLETON, CO US",1971-04,1.99,6,47.8,62.2,33.4
USW00023062,"DENVER STAPLETON, CO US",1971-05,1.34,0,54.1,68.3,40
USW00023062,"DENVER STAPLETON, CO US",1971-06,0.23,0,69,86.4,51.5
USW00023062,"DENVER STAPLETON, CO US",1971-07,1.2,0,70.6,86.2,54.9
USW00023062,"DENVER STAPLETON, CO US",1971-08,0.85,0,72.7,88.6,56.9
USW00023062,"DENVER STAPLETON, CO US",1971-09,2.85,17.2,57.5,72.5,42.4
USW00023062,"DENVER STAPLETON, CO US",1971-10,0.44,3.1,49.4,64.7,34
USW00023062,"DENVER STAPLETON, CO US",1971-11,0.16,1.4,39.1,54.2,24
USW00023062,"DENVER STAPLETON, CO US",1971-12,0.26,8.4,31.9,46.4,17.3
USW00023062,"DENVER STAPLETON, CO US",1972-01,0.36,10.9,30.5,45.9,15
USW00023062,"DENVER STAPLETON, CO US",1972-02,0.44,9.1,36.1,51.9,20.4
USW00023062,"DENVER STAPLETON, CO US",1972-03,0.5,7.1,44.7,61.2,28.3
USW00023062,"DENVER STAPLETON, CO US",1972-04,3.52,17.2,48.5,62.9,34.1
USW00023062,"DENVER STAPLETON, CO US",1972-05,0.5,0,57,71.2,42.8
USW00023062,"DENVER STAPLETON, CO US",1972-06,2.95,0,68.3,82.8,53.7
USW00023062,"DENVER STAPLETON, CO US",1972-07,0.63,0,70.2,85.7,54.8
USW00023062,"DENVER STAPLETON, CO US",1972-08,2.72,0,71,85.3,56.6
USW00023062,"DENVER STAPLETON, CO US",1972-09,2.07,0,62.1,76,48.1
USW00023062,"DENVER STAPLETON, CO US",1972-10,0.82,9.7,52,65.8,38.3
USW00023062,"DENVER STAPLETON, CO US",1972-11,1.7,19.4,32.8,44.5,21.2
USW00023062,"DENVER STAPLETON, CO US",1972-12,0.7,9.8,24.9,37.8,11.9
USW00023062,"DENVER STAPLETON, CO US",1973-01,1.31,12.2,27.3,39.8,14.8
USW00023062,"DENVER STAPLETON, CO US",1973-02,0.16,3,35.4,47.5,23.4
USW00023062,"DENVER STAPLETON, CO US",1973-03,1.77,15.2,39.8,50.4,29.3
USW00023062,"DENVER STAPLETON, CO US",1973-04,3.74,24.8,43.2,55,31.4
USW00023062,"DENVER STAPLETON, CO US",1973-05,5.07,1,55.6,68.3,42.8
USW00023062,"DENVER STAPLETON, CO US",1973-06,0.2,0,67.5,83.6,51.4
USW00023062,"DENVER STAPLETON, CO US",1973-07,2.47,0,71,85.7,56.2
USW00023062,"DENVER STAPLETON, CO US",1973-08,1.28,0,73.4,88.8,58.1
USW00023062,"DENVER STAPLETON, CO US",1973-09,2.86,0,59.9,74.3,45.5
USW00023062,"DENVER STAPLETON, CO US",1973-10,0.47,2.3,54.5,70.4,38.6
USW00023062,"DENVER STAPLETON, CO US",1973-11,0.83,9.3,39.5,53.4,25.6
USW00023062,"DENVER STAPLETON, CO US",1973-12,2.84,30.8,31.5,45,18.1
USW00023062,"DENVER STAPLETON, CO US",1974-01,1.04,8.3,23.7,37.5,9.8
USW00023062,"DENVER STAPLETON, CO US",1974-02,0.82,10.3,35.1,49.1,21.3
USW00023062,"DENVER STAPLETON, CO US",1974-03,1.33,12.8,43.1,58.5,27.8
USW00023062,"DENVER STAPLETON, CO US",1974-04,2.28,17.8,47.9,62.4,33.3
USW00023062,"DENVER STAPLETON, CO US",1974-05,0.06,0,61.6,79.1,44.1
USW00023062,"DENVER STAPLETON, CO US",1974-06,2.02,0,68.4,83.9,52.9
USW00023062,"DENVER STAPLETON, CO US",1974-07,2.34,0,74.6,90.4,58.9
USW00023062,"DENVER STAPLETON, CO US",1974-08,0.16,0,69.5,85.5,53.4
USW00023062,"DENVER STAPLETON, CO US",1974-09,0.98,1.8,59.4,74.6,44.2
USW00023062,"DENVER STAPLETON, CO US",1974-10,1.68,1,52.4,67.2,37.7
USW00023062,"DENVER STAPLETON, CO US",1974-11,1.06,11.9,38,51.1,24.8
USW00023062,"DENVER STAPLETON, CO US",1974-12,0.3,2.1,31.2,43.8,18.6
USW00023062,"DENVER STAPLETON, CO US",1975-01,0.24,3.7,31.6,46.4,16.9
USW00023062,"DENVER STAPLETON, CO US",1975-02,0.37,4,30.6,45.2,16
USW00023062,"DENVER STAPLETON, CO US",1975-03,1.19,14.3,37.2,50.4,24.1
USW00023062,"DENVER STAPLETON, CO US",1975-04,1.14,10.9,44.1,58.2,30
USW00023062,"DENVER STAPLETON, CO US",1975-05,2.8,6.1,54.2,68,40.5
USW00023062,"DENVER STAPLETON, CO US",1975-06,2.12,0,64.2,79.5,49
